file,class_name,present
anuragraj03__frame00031_png.rf.f8f689368c7eef9c9d98724ffa09857c,boots,True
anuragraj03__frame00031_png.rf.f8f689368c7eef9c9d98724ffa09857c,vest,False
anuragraj03__frame00031_png.rf.f8f689368c7eef9c9d98724ffa09857c,no-helmet,True
anuragraj03__frame00031_png.rf.f8f689368c7eef9c9d98724ffa09857c,no-gloves,False
anuragraj03__frame00031_png.rf.f8f689368c7eef9c9d98724ffa09857c,no-boots,True
anuragraj03__frame00031_png.rf.f8f689368c7eef9c9d98724ffa09857c,no-vest,False
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,person,False
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,helmet,False
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,gloves,False
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,boots,True
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,vest,False
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,no-helmet,True
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,no-gloves,False
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,no-boots,True
anuragraj03__frame00041_png.rf.20386a3122f9dc43dca0512ae6a6ea7c,no-vest,False
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,person,False
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,helmet,True
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,gloves,False
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,boots,True
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,vest,False
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,no-helmet,False
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,no-gloves,True
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,no-boots,True
anuragraj03__frame00041_png.rf.2c3b0815a3d136b18bfaf7f73548bfc8,no-vest,False
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,person,False
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,helmet,True
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,gloves,True
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,boots,True
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,vest,False
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,no-helmet,False
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,no-gloves,True
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,no-boots,False
anuragraj03__frame00041_png.rf.6aef4165528a5eadb807bdc84365aa8d,no-vest,False
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,person,False
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,helmet,False
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,gloves,False
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,boots,True
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,vest,False
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,no-helmet,True
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,no-gloves,False
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,no-boots,True
anuragraj03__frame00041_png.rf.a1666ddcfc4a74c60a3e590953e20318,no-vest,False
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,person,False
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,helmet,True
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,gloves,False
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,boots,False
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,vest,False
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,no-helmet,True
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,no-gloves,False
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,no-boots,True
anuragraj03__frame00071_png.rf.d2098802276bd36181998e478d8a36d6,no-vest,False
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,person,False
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,helmet,True
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,gloves,True
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,boots,True
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,vest,False
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,no-helmet,False
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,no-gloves,False
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,no-boots,False
anuragraj03__frame00101_png.rf.dedcbdb6f20ebbd255876c87c03bb245,no-vest,False
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,person,False
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,helmet,False
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,gloves,False
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,boots,True
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,vest,False
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,no-helmet,True
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,no-gloves,False
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,no-boots,False
anuragraj03__frame00131_png.rf.1f9f207521e3854473cce027585e31b7,no-vest,False
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,person,False
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,helmet,True
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,gloves,True
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,boots,True
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,vest,False
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,no-helmet,False
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,no-gloves,True
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,no-boots,False
anuragraj03__frame00131_png.rf.5ad8f6bed55b1b0b79806646798381ec,no-vest,False
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,person,False
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,helmet,True
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,gloves,True
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,boots,True
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,vest,False
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,no-helmet,False
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,no-gloves,False
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,no-boots,False
anuragraj03__frame00141_png.rf.ef91fd9bb1a76e42f9c5dc35844603b5,no-vest,False
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,person,False
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,helmet,True
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,gloves,False
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,boots,False
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,vest,False
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,no-helmet,True
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,no-gloves,False
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,no-boots,True
anuragraj03__frame00151_png.rf.9770af2de4398b3e2e1281c652a23988,no-vest,False
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,person,False
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,helmet,False
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,gloves,False
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,boots,True
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,vest,False
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,no-helmet,True
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,no-gloves,False
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,no-boots,True
anuragraj03__frame00161_png.rf.d39620b3cbcd4d63a721bbc980285294,no-vest,False
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,person,False
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,helmet,True
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,gloves,True
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,boots,True
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,vest,False
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,no-helmet,False
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,no-gloves,False
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,no-boots,True
anuragraj03__frame00181_png.rf.e1335294658a291f70d79aff78cda23e,no-vest,False
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,person,False
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,helmet,True
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,gloves,False
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,boots,True
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,vest,False
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,no-helmet,False
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,no-gloves,False
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,no-boots,False
anuragraj03__frame00201_png.rf.aac99eb08f965b47bf3a4e6925999a27,no-vest,False
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,person,False
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,helmet,False
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,gloves,False
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,boots,False
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,vest,False
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,no-helmet,True
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,no-gloves,False
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,no-boots,True
anuragraj03__frame00251_png.rf.b8fc8a2d58a7f66e43a32924b18967f9,no-vest,False
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,person,False
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,helmet,True
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,gloves,True
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,boots,True
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,vest,False
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,no-helmet,False
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,no-gloves,False
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,no-boots,False
anuragraj03__frame00281_png.rf.5ad3ea5aa3d13b16c25137ed015da273,no-vest,False
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,person,False
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,helmet,False
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,gloves,False
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,boots,False
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,vest,False
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,no-helmet,True
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,no-gloves,False
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,no-boots,True
anuragraj03__frame00281_png.rf.5dce68995fcd9c537643a5e9165dcad9,no-vest,False
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,person,False
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,helmet,False
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,gloves,False
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,boots,False
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,vest,False
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,no-helmet,True
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,no-gloves,False
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,no-boots,True
anuragraj03__frame00321_png.rf.48468f9b6da4f0ef126620cc284b19f1,no-vest,False
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,person,False
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,helmet,True
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,gloves,True
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,boots,True
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,vest,False
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,no-helmet,False
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,no-gloves,False
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,no-boots,False
anuragraj03__frame00341_png.rf.245ece433cfcb149a31c1fcf649d5972,no-vest,False
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,person,False
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,helmet,True
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,gloves,True
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,boots,True
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,vest,False
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,no-helmet,True
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,no-gloves,False
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,no-boots,False
anuragraj03__frame02011_png.rf.abde577bbaceb74745800fd9a35f3987,no-vest,False
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,person,False
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,helmet,False
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,gloves,False
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,boots,True
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,vest,False
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,no-helmet,False
anuragraj03__frame1364_jpg.rf.b1f3f9c23e4d85340bd0e0275f4027a4,no-gloves,False
